name,category,address,lat,lon
Memorial de les Dones Represaliades a la Presó de Dones de les Corts,otro,Carrer d'Europa 13.0 13.0,41.387153239939714,2.129239773817562
Hospital de la Santa Creu i Sant Pau,otro,C Sant Quintí 89.0 ,41.41544108395991,2.1739598683555683
Centre Cívic La Sedeta,Centre,Carrer de Sicília 321.0 ,41.405576512012246,2.167687591797475
Parròquia de l'Immaculat Cor de Maria,Parròquia,C Sant Antoni Maria Claret 45.0 ,41.405951148357936,2.166593971349565
Centre Cívic Guinardó,Centre,Ronda del Guinardó 113.0 133.0,41.41607687588995,2.1733610333293782
Jardins Mestre Balcells,Jardins,Carrer de Sant Salvador 63.0 65.0,41.40763678374947,2.154533307360096
Mercat Guineueta,Mercat,Passeig de Valldaura 186.0 ,41.43865254771624,2.170245672758619
Centre Cívic Casa del Rellotge,Centre,Passeig de la Zona Franca 116.0 ,41.35757415322748,2.141406028389017
Monument Arc de Triomf de Barcelona,otro,Pg Lluís Companys 15.0 ,41.39108086341498,2.1807039051520003
Torre Bellesguard  Gaudí - Casa Figueres,otro,C Bellesguard 16.0 ,41.40916538840938,2.126832670465789
Torre de Collserola,otro,Ctra Vallvidrera Tibidabo 8.0 ,41.41586341604361,2.111785952453742
Mercat Barceloneta,Mercat,Plaça del Poeta Boscà 1.0 ,41.38024616800817,2.18928120267198
Mercat Ninot,Mercat,Carrer de Mallorca 133.0 ,41.38785716567697,2.1544122344047523
Parròquia de Santa Teresa de l'Infant Jesús,Parròquia,Via Augusta 68.0 ,41.400511756428415,2.151808582444108
Casa Francesc Cama,otro,C Gran de Gràcia 77.0 ,41.40028269384311,2.1548570322157654
Casa Madurell,otro,C Torrijos 14.0 ,41.40275219893523,2.1596123951981183
Jardins del  Baix Guinardó,Jardins,C Marina 372.0 ,41.40977850723608,2.168658421542334
Museu de Carruatges del Foment,Museu,Pl Josep Pallach 8.0 ,41.43386840494578,2.149802728490179
Parc de Joan Miró,Parc,Carrer d'Aragó 2.0 2.0,41.37883814100107,2.1473335958888007
Parròquia de la Mare de Déu del Coll,Parròquia,C Santuari 30.0 ,41.420132063616215,2.151319417179658
Edifici d'habitatges Gran de Gràcia 67,otro,C Gran de Gràcia 67.0 ,41.399899033342535,2.1553048145748552
Farmàcia de Bolós Giralt,otro,Rbla Catalunya 77.0 ,41.39166621624898,2.162424791257872
Antiga Fàbrica d'Estampació Tèxtil Can Ricart,otro,C Emília Coranty 33.0 ,41.40922632383825,2.1981716288388373
Centre Esportiu Municipal Can Caralleu,Centre,Carrer dels Esports 2.0 ,41.40098699374353,2.1105047906383008
Vall d'Hebron Barcelona Hospital Campus,otro,Pg Vall d'Hebron 119.0 ,41.42804943371883,2.1434499797388105
Casa Terradas - Casa de les Punxes,otro,Av Diagonal 420.0 ,41.39789455388375,2.1638579681725147
El Polvorí i Cos de Guàrdia,otro,C Segura 34.0 ,41.36464604706291,2.1428603946607967
Parc Central de Nou Barris,Parc,Pl Major de Nou Barris 1.0 ,41.4368445525108,2.1712296246319656
Carrer Pinar del Rio,otro,C Matanzas 30.0 ,41.422259021739634,2.1821005942848277
Parròquia de Sant Vicenç de Sarrià,Parròquia,C Rector Voltà 5.0 ,41.39948172834851,2.121111403839136
Residència Militar d'Estudiants Mateo Calabro,otro,Capità Arenas 52.0 ,41.39297332973804,2.12510287048567
Institut Químic de Sarrià - Campus Sarrià - IQS,otro,Via Augusta 390.0 ,41.40379591152728,2.1194605457742592
